source_db,id,doi,item_type,title,authors,year,abstract,keywords,citedby_count,journal_or_venue,affiliation_country,task
IEEE Xplore,10932139,10.1109/IC2AI62984.2025.10932139,Conferences,AI-Driven Robotic Disassembly: Harnessing IoT and Data Collection for Sustainable E-Waste Solutions,Soufiane Ameur; Zineb Hidila; Mohamed Tabaa; Richard Bearee; Mohamed Hamlich,2025,"The escalating environmental impact of electronic waste poses substantial challenges for sustainable waste management and material reclamation. This study proposes an intelligent robotic disassembly station that integrates Artificial Intelligence (AI) and Internet of Things (IoT) to optimize autonomous e-waste data collection and disassembly processing. The station incorporates a conveyor belt, metal sensor, and a camera attached to a robot to detect and categorize materials in real-time. The idea is to construct a learning-based dataset, enabling the system to recognize and optimize disassembly procedures for unknown waste. Over time, the system enhances efficiency by predicting the disassembly pathway for similar products, reducing time and energy expenditure. The integration of IoT enhances communication between sensors and cloud platforms for real-time monitoring and data storage, ensuring the robot recognizes its environment. Experimental findings demonstrate a significant enhancement in material recovery rates and its precision, contributing to more environmental Solutions.",,0,"2025 International Conference on Control, Automation, and Instrumentation (IC2AI)","CCPS Laboratory, ENSAM, University of Hassan II, Casablanca, Morocco",iee_dec_rob
IEEE Xplore,10934940,10.1109/ICM62621.2025.10934940,Conferences,Recognition and Evaluation of Cables for Automated Cutting in Dismantling Process,Riina Matsushita; Kensei Tanaka; Shogo Arai,2025,"Electronic waste (e-waste) continues to increase annually. Automation of the dismantling process is essential for improving recycling rates, but high-mix, low-volume e-wastes make automation particularly challenging, and this leads to reliance on manual operations. The demand for robotic systems that operate without specialized positioning jigs or dismantling lines is increasing. To promote sustainable resource circulation, our aim is to achieve Automation of e-waste dismantling. For this purpose, we propose a novel wire recognition framework and evaluation metrics for wire-cutting tasks. We utilize a pre-trained instance segmentation model fine-tuned with a custom cable image dataset. Because of deformable linear object, cables are harder to recognize than rigid objects and tend to score lower on Average Precision (AP) and Average Recall (AR). Since precise recognition near cutting points is critical for cable-cutting tasks, we propose new evaluation metrics tailored to such operations. Experiments on condenser units demonstrate robust recognition accuracy for cable-cutting, even with overlapping cables. This study validates the effectiveness of the proposed recognition method and evaluation metrics in automating the dismantling process. Future work will address the detection of cutting points and motion generation for cable-cutting operations.",,0,2025 IEEE International Conference on Mechatronics (ICM),"Faculty of Science and Technology, Tokyo University of Science, Chiba, Japan",iee_dec_rob
IEEE Xplore,10151756,10.1109/ICCAR57134.2023.10151756,Conferences,Robotic Arm for Unfastening Screws in Automated Disassembly Process,Konkala Manisha; S K Ananya; Dasari Geervani; Kota Sanjeev Sanihith; G Swetha,2023,"The importance of the Disassembly Process has gradually grown in recent days. The system proposed in this paper is a solution for unfastening screws to help automate disassembly of electronic devices or e-waste using a Robotic Arm. We see a new variety of Electronic Devices coming into market every day, and all these products have short life. They also have uncertainties when it comes to their disassembly after the end of product life. The intention of product disassembly is to minimize value loss at the end of product life. This project makes use of a SCARA robotic arm with 5 DOF to be used for the automatic disassembly of old electronic devices. The idea is to detect the type of the screw from its overhead image as seen by the arm and pick an appropriate driver and unfasten the screw using the driver. This is achieved using the Robot Operating System (ROS), a framework that acts as an meta-operating system to interface the robot. A robotic arm of Scara type was designed for this purpose with a suitable gripper using Autodesk Fusion 360. The arm is capable of detecting and classifying the screws using Yolo V5, a machine learning model.",,3,"2023 9th International Conference on Control, Automation and Robotics (ICCAR)","Department of Electronics and Communication Engineering, PES University, Bengaluru, Karnataka, India",iee_dec_rob
IEEE Xplore,11093519,10.1109/ICCRE65455.2025.11093519,Conferences,Automatic Disassembly System using Computer Vision for the Omron Viper 650 Robotic arm,Fávell Núñez; Luis Gonzales; Sofía Andino; Jorge Ricardo Sánchez Vilorio; Sergio Francisco Martínez Maldonado,2025,"This paper presents an automated disassembly system using the Omron Viper 650 robotic arm, focused on separating two plates joined by four screws. In the first phase, different end effectors were designed and built using SolidWorks and 3D printing technology, addressing the technical challenges of accurately extracting the plates. In the second phase, a vision system was integrated, based on advanced computer vision and machine learning techniques, using Python and OpenCV. The integration of these systems allowed the robotic arm to autonomously detect, locate, and disassemble the plates, regardless of their initial orientation. The use of AI models, such as the YOLO algorithm, improved the accuracy and efficiency of the process. The results demonstrated that the combination of the mechanical design of the end effectors and artificial vision can effectively separate the assembly into its different parts, contributing to more efficient and sustainable disassembly processes.",,0,2025 10th International Conference on Control and Robotics Engineering (ICCRE),"Facultad de ingeniería, Universidad Tecnológica Centroamericana (UNITEC), Tegucigalpa, Honduras",iee_dec_rob
IEEE Xplore,7321273,10.1109/ICSTCC.2015.7321273,Conferences,Two mobile robotic systems synchronous servicing an Assembly/Disassembly production line,Adriana Serbencu; Adrian Emanoil Serbencu,2015,"This paper proposes a model for a reversible assembly line useful in order to analyze its structural properties. Wheeled mobile robots (WMRs) equipped with robotic manipulator are used in the disassembly operation. The developed model can be used in the stages of designing, configuring and sizing of an Assembly/Disassembly Mechatronic Line (A/DML). For the control and monitoring of an A/DML a Hybrid Petri Net (HPN) model is proposed. In order to facilitate the transformation of the developed HPN model into models useful for supporting the design of control algorithms, a methodology to transform arcs in synchronization events is outlined. The decomposition of Hybrid Petri Net in Synchronized Hybrid Petri Nets (SHPN) suitable for specific programming language is discussed. Finally, results from the simulation of HPN are compared with that recorded from the real A/DML.",,0,"2015 19th International Conference on System Theory, Control and Computing (ICSTCC)","Dep. of Automation and Electrical Engineering, “Dunarea de Jos” University of Galati, Galati, ROMANIA",iee_dec_rob
IEEE Xplore,337235,10.1109/ISEE.1994.337235,Conferences,Automation of disassembly processes of consumer goods,A.M.M. Ansems,1994,"Currently the disassembly of consumer products is mainly done by hand. Only for a few simple products do mechanized processes already exist. Possible automation is obstructed due to the present relatively small numbers and the product diversity. Nevertheless, automation/mechanization must be considered because of reducing the labour costs when large numbers of products became available. In some pilot solutions robot-based methods were introduced to carry out relatively rigid disassembly sequences, confined to a certain product variant of a low ""disassembly depth"".<>",,5,Proceedings of 1994 IEEE International Symposium on Electronics and The Environment,,iee_dec_rob
IEEE Xplore,992423,10.1109/ECODIM.2001.992423,Conferences,Intelligent disassembly of electr(on)ic equipment,R. Knoth; M. Hoffmann; B. Kopacek; P. Kopacek,2001,"Almost all end-of-life possibilities-upgrade, re-use, recycling of materials-require some form of disassembly. Despite the high standard of automation for the assembly of electric and electronic equipment, the standard of automation for disassembling is still very low and therefor dismantling is often done manually. The approach to automate disassembling processes of electr(on)ic equipment with disassembly cells and the development of a flexible semi-automatic disassembly cell for printed circuit boards (PCB) will be described and discussed.",,7,Proceedings Second International Symposium on Environmentally Conscious Design and Inverse Manufacturing,"Austrian Society for Systems Engineering and Automation, Vienna, Austria",iee_dec_rob
IEEE Xplore,10809107,10.1109/ICMRA62519.2024.10809107,Conferences,Monocular Multi-Perspective 3D Reconstruction for Robotic Ultrasonic Testing in Remanufacturing,Zezhong Wang,2024,"Inspection is one of the main processes of remanufacturing. As an important inspection method, contact ultrasonic testing (UT) needs surface scanning on the objects. The transducer should contact and be vertical to the surface. When implementing UT using a robotic arm, path planning on a complex surface is challenging as the parts are deformed from the original CAD model. Computer vision can be used to reconstruct the object surface to plan paths for the surface scanning application. However, the accuracy of reconstruction using structure from motion (SfM) is still critical. The features of images and feature matching directly affect the reliability of the reconstruction of the model. In this study, a method of object reconstruction is established for robotic UT. Only one monocular camera is installed on the end effector of the robotic arm to acquire images from multiple views. After the image acquisition, an improved segmentation method is used to separate the object from the background. This helps to decrease mismatches of feature points and irrelevant feature points. The features are searched in the region of interest using an improved descriptor to increase the number of features in the object area. Subsequently, the poses and positions of the camera are computed using SfM. The 3D model is reconstructed according to the pose information and feature points. The proposed method outperforms the traditional method and also reduces the reconstruction time.",,0,"2024 7th International Conference on Mechatronics, Robotics and Automation (ICMRA)","College of Engineering and Physical Sciences, Aston University, Birmingham, United Kingdom",iee_dec_rob
IEEE Xplore,4259920,10.1109/WAC.2006.376004,Conferences,Multi-Sensorial System for the Generation of Disassembly Trajectories,J. Pomares; S. T. Puente; G. J. Garcia; F. Torres,2006,"The disassembly of products for they reuse is an important field of research. One aspect that appears when a product is been disassembled is the uncertainty in the trajectories for the removal of a component from the rest of the product. In order to reduce this lack of information, a multi-sensorial system is proposed. This system uses visual and force-sensor information to avoid the unknown factors in the disassembly plan and correct the trajectories generated which are based on the model of the product. This paper also describes the structure of a de-manufacturing system that can perform the desired disassembly task.",,1,2006 World Automation Congress,"University of Alicante, Spain",iee_dec_rob
IEEE Xplore,6359336,10.1109/WCICA.2012.6359336,Conferences,Research on structured light 3D vision in the remanufacturing system based on robotic arc welding,Ziqiang Yin; Xin Yuan; Guangjun Zhang; Huihui Zhao,2012,"Three-dimensional sensing technologies based on computer vision make it possible to rapid establish the three-dimensional model of the worn parts for remanufacturing system. This research design a novel structured light three-dimensional vision sensor for the remanufacturing system based on robotic arc welding. The sensor is mainly constituted of two devices: the MTC-368CB CCD camera and the ML-645 structured light projector. The sensor system can be calibrated by a simple two step calibration method. The three-dimensional sensing experiment and analysis are conducted to verify the feasibility and the practicality of the sensor system by taking a semi-cylinder, a mouse and a calibration block as remanufacturing object. The experiment results indicate that the maximum sensing error is less than 1 mm, which is acceptable for remanufacturing system based on robotic arc welding.",,3,Proceedings of the 10th World Congress on Intelligent Control and Automation,"The Institute of Oceanographic Instrumentation, Shandong Academy of Sciences, Qingdao, China",iee_dec_rob
IEEE Xplore,9708413,10.1109/TASE.2022.3149242,Journals,Artificial Learning for Part Identification in Robotic Disassembly Through Automatic Rule Generation in an Ontology,Gwendolyn Foo; Sami Kara; Maurice Pagnucco,2023,"With the increasing concern for sustainable treatment of waste electrical and electronic equipment (WEEE), methods of robotic disassembly of WEEE to address various challenges of handling end-of-life products has been a trend in research. The main challenge for robotic disassembly is the uncertainties of product structures, models, and conditions. The ability of a robotic disassembly system to learn new product structures and reason about existing knowledge of product structure is vital to addressing this challenge. This paper presents an effective learning framework and demonstrates the system’s ability to learn relevant information for the disassembly of LCD monitors. The learning algorithm uses a database of previous disassembly experience of the product family and analyses it to create rules and relations between the components and disassembly concepts before expanding the generic ontology for future disassembly runs. The results show a significant increase from 11% to 87% in successful part identification of LCD monitors after being trained on past disassembly experience. The proposed method can greatly aid robotic disassembly of any product family. Note to Practitioners—Robotic systems struggle to disassemble electronic waste due to the complexity and uncertainties in end-of-life products and variations in models and parts. An artificially intelligent method is proposed to enable a robotic disassembly system to address these uncertainties. The method uses a computing technique resembling the cognitive reasoning of a human mind in the form of a map of disassembly concepts connected by relationships. Artificial learning by the robotic system occurs by collecting data from previous disassembly runs of a product, analyzing the data, and expanding the map of knowledge with new concepts and relational rules found. The approach is tested on the robotic disassembly system’s ability to identify parts of LCD monitors which possess uncertainties. An improvement from 11% of successful part identification to 87% is found, which demonstrate that learning has taken place. This approach will be implemented in a larger robotic disassembly system and tested with real robotic disassembly runs in the near future.",,23,IEEE Transactions on Automation Science and Engineering,"Sustainable Manufacturing and Life Cycle Engineering Research Group, School of Mechanical and Manufacturing Engineering, University of New South Wales, Sydney, NSW, Australia",iee_dec_rob
IEEE Xplore,407592,10.1109/IROS.1994.407592,Conferences,Ecologically conscious automated disassembly system,T. Shibata; K. Tanie,1994,"Human beings are using and consuming resources to make various products. However, the resources on the earth are limited. Therefore, recycling of the resources is very important for human beings now and in the future. After use of the products, they are thrown away or burnt while discharging COx. The environment of the earth is being damaged and the resources are being exhausted. In order to reuse the resources and to protect the environment of the earth, this paper introduces a conceptual design of disassembly automation system for automated manufacturing with ecological recycling. The system employs many robots to disassemble the used products. The disassembly process has to deal with a lot of uncertainty of the used products, while assembly process does not have to deal with so much uncertainty of the products. This paper explains a configuration of the system, functions of the robots and some problems.<>",,0,Proceedings of IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS'94),"Bio-Robotics Division Robotics Department, Mechanical Engineering Laboratory, M.I.T.I., Tsukuba, Japan",iee_dec_rob
IEEE Xplore,6284332,10.1109/ICMA.2012.6284332,Conferences,Automated generation of robot MAG surfacing path for remanufacturing system,Ziqiang Yin; Xin Yuan; Guangjun Zhang; Lin Wu,2012,"Remanufacturing engineering is a complex business due to the high degree of uncertainty in the production process. The robot welding path plan for remanufacturing system is a difficult problem. This investigation develops a novel approach to generate the robot welding path automatically based on the “slicing & stacking” principle. The proposed robot welding path generation strategy is conducted by three steps. First, a fast region filling algorithm is applied to automatically calculated points of intersection between tool path segments and layer boundary. Secondly, these points are connected into a continuous tool path of welding robot. Thirdly, output module of the remanufacturing system converts tool path plan result into robot programs, and exports to text files. Users can directly upload these program files to robot welding workstation to complete remanufacturing task. Remanufacturing experiment shows a satisfactory result.",,2,2012 IEEE International Conference on Mechatronics and Automation,"Institute of Oceanographic instrumentation, Shandong Academy of Sciences, Qingdao, China",iee_dec_rob
IEEE Xplore,11023241,10.1109/ACCESS.2025.3576441,Journals,Toward Sustainable Manufacturing: A Review on Innovations in Robotic Assembly and Disassembly,Adip Ranjan Das; Maria Koskinopoulou,2025,"In the quest for sustainable manufacturing, the integration of robotic assembly and disassembly processes has emerged as a pivotal innovation. This paper explores advancements in robotic assembly and disassembly aimed at enhancing sustainable manufacturing. Key advancements include machine learning for optimized robotic motion, advanced sensors for real-time control, and collaborative robots (cobots) for safe human-robot interaction. These technologies enable precise and efficient assembly of complex products and effective end-of-life disassembly for recycling. Case studies across various industries demonstrate significant reductions in waste, energy consumption, and environmental impact. The paper discusses current challenges and future directions, emphasizing the need for interdisciplinary collaboration and ongoing technological development to achieve fully sustainable manufacturing systems.",,7,IEEE Access,"School of Engineering and Physical Sciences, Heriot-Watt University, Edinburgh, U.K.",iee_dec_rob
IEEE Xplore,10774292,10.1109/INDIN58382.2024.10774292,Conferences,How Pretrained Foundation Models and Cloud-Fog Automation Empower the Recycling of Electrical Vehicles,Siyuan Liu; Dapeng Lan; Jia Wang; Dongxiao Hu; Zhibo Pang; Honghao Lyu,2024,"The increasing prevalence of electric vehicles de-mands efficient and sustainable management of end-of-life lithium-ion batteries. This paper examines the use of Pretrained Foundation Models and Cloud-Fog Automation to improve robotic disassembly of these batteries. We evaluate the performance of two Vision Transformer Models, in tasks involving deformed, rusty, contaminated, and worn batteries. Our proposed architecture, utilizing cloud and fog computing, balances performance with resource efficiency, providing a scalable solution for electric vehicles battery recycling.",,1,2024 IEEE 22nd International Conference on Industrial Informatics (INDIN),"School of Advanced Technology, Xi'an Jiaotong-Liverpool University, China",iee_dec_rob
IEEE Xplore,10711804,10.1109/CASE59546.2024.10711804,Conferences,Peg-Hole Robotic Disassembly Compliant Strategy based on Soft Actor-Critic Algorithm,Xiaolong Zhang; Jiayi Liu; Lei Qi; Wenjun Xu; Xianxu Peng; Tianshu Wu,2024,"Disassembly is a vital process in remanufacturing the end-of-life products and robotic disassembly is an effective way to improve the remanufacturing efficiency. Peg-hole robotic disassembly is quite common during disassembling the products, in which the disassembly force may rapidly increase due to unsuitable controlling parameters. To protect the robot from damage caused by excessive disassembly force, compliant disassembly strategy should be considered. In this paper, soft actor-critic algorithm is utilized to achieve the compliant strategy. First, the framework of proposed method is established to provide a basic structure which includes the digital model, soft actor-critic model for dynamic decision-making and data transmission method. Then, robotic disassembly compliant strategy based on soft actor-critic is proposed. Afterwards, case study is conducted to validate the proposed method, and its performance is analyzed. The results indicate that the converged soft actor-critic model helps to greatly reduce the disassembly force during disassembling the peg-holes and peg-hole robotic disassembly compliant strategy is realized.",,4,2024 IEEE 20th International Conference on Automation Science and Engineering (CASE),"School of Information Engineering, Wuhan University of Technology, Wuhan, China",iee_dec_rob
IEEE Xplore,351030,10.1109/ROBOT.1994.351030,Conferences,An investigation on a robot system for disassembly automation,P. Dario; M. Rucci; C. Guadagnini; C. Laschi,1994,"The traditional approach to automation and robotics has focused so far mainly on assembly problems, whereas the managing of manufactured products at the end of their life cycle has been almost entirely neglected. However, disassembly and recycling are becoming important factors as the ecological and economical implications of manufacturing raise increasing concerns. As an initial investigation of the very general problem of disassembly, in this paper the authors outline first the motivations and the potentially very important perspectives of this approach for robotics and automation research and for industrial application. Then the authors present a robotic system for the extraction, recognition and sorting of individual objects from an ""agglomerate"". Such operations are of crucial importance in several disassembly tasks, such as recycling and raw materials recovering. The system is based on the integration of different sensory modalities with motor actions. An example of application of the system is described and experimental results are discussed.<>",,16,Proceedings of the 1994 IEEE International Conference on Robotics and Automation,"ARTS Lab, Scuola Superiore Sant'' Anna, Pisa, Italy",iee_dec_rob
